,DayAheadForecast,LoadFactor,MonitoredCapacity,MostRecentForecast,WeekAheadForecast
2016-01-05 16:30:00,0.0,0.0,2952.78,0.0,
2016-01-05 16:45:00,0.0,0.0,2952.78,0.0,
2016-01-05 17:00:00,0.0,0.0,2952.78,0.0,
2016-01-05 17:15:00,0.0,0.0,2952.78,0.0,
2016-01-05 17:30:00,0.0,0.0,2952.78,0.0,
2016-01-05 17:45:00,0.0,0.0,2952.78,0.0,
2016-01-05 18:00:00,0.0,0.0,2952.78,0.0,
2016-01-05 18:15:00,0.0,0.0,2952.78,0.0,
2016-01-05 18:30:00,0.0,0.0,2952.78,0.0,
2016-01-05 18:45:00,0.0,0.0,2952.78,0.0,
2016-01-05 19:00:00,0.0,0.0,2952.78,0.0,
2016-01-05 19:15:00,0.0,0.0,2952.78,0.0,
2016-01-05 19:30:00,0.0,0.0,2952.78,0.0,
2016-01-05 19:45:00,0.0,0.0,2952.78,0.0,
2016-01-05 20:00:00,0.0,0.0,2952.78,0.0,
2016-01-05 20:15:00,0.0,0.0,2952.78,0.0,
2016-01-05 20:30:00,0.0,0.0,2952.78,0.0,
2016-01-05 20:45:00,0.0,0.0,2952.78,0.0,
2016-01-05 21:00:00,0.0,0.0,2952.78,0.0,
2016-01-05 21:15:00,0.0,0.0,2952.78,0.0,
2016-01-05 21:30:00,0.0,0.0,2952.78,0.0,
2016-01-05 21:45:00,0.0,0.0,2952.78,0.0,
2016-01-05 22:00:00,0.0,0.0,2952.78,0.0,
2016-01-05 22:15:00,0.0,0.0,2952.78,0.0,
2016-01-05 22:30:00,0.0,0.0,2952.78,0.0,
2016-01-05 22:45:00,0.0,0.0,2952.78,0.0,
2016-01-05 23:00:00,0.0,0.0,2952.78,0.0,
2016-01-05 23:15:00,0.0,0.0,2952.78,0.0,
2016-01-05 23:30:00,0.0,0.0,2952.78,0.0,
2016-01-05 23:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 00:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 00:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 00:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 00:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 01:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 01:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 01:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 01:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 02:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 02:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 02:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 02:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 03:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 03:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 03:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 03:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 04:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 04:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 04:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 04:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 05:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 05:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 05:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 05:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 06:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 06:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 06:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 06:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 07:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 07:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 07:30:00,0.04,0.0,2952.78,0.0,
2016-01-06 07:45:00,2.62,0.01,2952.78,0.17,
2016-01-06 08:00:00,10.77,0.43,2952.78,12.9,
2016-01-06 08:15:00,23.12,0.92,2952.78,27.16,
2016-01-06 08:30:00,37.36,1.67,2952.78,42.97,
2016-01-06 08:45:00,50.15,2.53,2952.78,57.2,
2016-01-06 09:00:00,64.85,3.44,2952.78,73.79,
2016-01-06 09:15:00,83.67,4.36,2952.78,93.27,
2016-01-06 09:30:00,101.78,5.23,2952.78,112.78,
2016-01-06 09:45:00,118.39,6.07,2952.78,131.9,
2016-01-06 10:00:00,133.49,6.87,2952.78,149.9,
2016-01-06 10:15:00,146.19,7.87,2952.78,166.3,
2016-01-06 10:30:00,157.55,8.86,2952.78,178.14,
2016-01-06 10:45:00,168.68,10.14,2952.78,184.77,
2016-01-06 11:00:00,178.48,11.49,2952.78,189.89,
2016-01-06 11:15:00,184.89,10.92,2952.78,194.04,
2016-01-06 11:30:00,187.67,11.36,2952.78,193.87,
2016-01-06 11:45:00,188.57,12.09,2952.78,189.54,
2016-01-06 12:00:00,188.28,11.15,2952.78,183.59,
2016-01-06 12:15:00,186.53,11.8,2952.78,175.59,
2016-01-06 12:30:00,182.09,11.08,2952.78,166.5,
2016-01-06 12:45:00,175.1,9.75,2952.78,157.34,
2016-01-06 13:00:00,166.38,9.25,2952.78,147.0,
2016-01-06 13:15:00,155.07,8.75,2952.78,135.34,
2016-01-06 13:30:00,140.51,7.44,2952.78,121.46,
2016-01-06 13:45:00,123.17,6.35,2952.78,105.55,
2016-01-06 14:00:00,104.29,5.35,2952.78,88.47,
2016-01-06 14:15:00,83.68,4.44,2952.78,70.28,
2016-01-06 14:30:00,65.92,3.38,2952.78,53.05,
2016-01-06 14:45:00,50.43,2.35,2952.78,39.26,
2016-01-06 15:00:00,32.65,1.43,2952.78,26.76,
2016-01-06 15:15:00,16.42,0.73,2952.78,14.58,
2016-01-06 15:30:00,4.98,0.2,2952.78,4.96,
2016-01-06 15:45:00,0.38,0.03,2952.78,0.45,
2016-01-06 16:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 16:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 16:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 16:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 17:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 17:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 17:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 17:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 18:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 18:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 18:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 18:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 19:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 19:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 19:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 19:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 20:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 20:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 20:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 20:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 21:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 21:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 21:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 21:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 22:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 22:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 22:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 22:45:00,0.0,0.0,2952.78,0.0,
2016-01-06 23:00:00,0.0,0.0,2952.78,0.0,
2016-01-06 23:15:00,0.0,0.0,2952.78,0.0,
2016-01-06 23:30:00,0.0,0.0,2952.78,0.0,
2016-01-06 23:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 00:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 00:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 00:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 00:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 01:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 01:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 01:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 01:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 02:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 02:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 02:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 02:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 03:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 03:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 03:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 03:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 04:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 04:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 04:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 04:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 05:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 05:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 05:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 05:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 06:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 06:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 06:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 06:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 07:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 07:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 07:30:00,0.02,0.0,2952.78,0.0,
2016-01-07 07:45:00,1.29,0.05,2952.78,1.59,
2016-01-07 08:00:00,5.41,0.27,2952.78,7.75,
2016-01-07 08:15:00,11.44,0.48,2952.78,13.89,
2016-01-07 08:30:00,18.27,0.62,2952.78,19.47,
2016-01-07 08:45:00,25.04,0.69,2952.78,22.41,
2016-01-07 09:00:00,31.89,0.7,2952.78,25.64,
2016-01-07 09:15:00,39.42,0.68,2952.78,29.07,
2016-01-07 09:30:00,46.61,0.65,2952.78,32.27,
2016-01-07 09:45:00,53.32,0.68,2952.78,35.03,
2016-01-07 10:00:00,59.62,0.77,2952.78,37.49,
2016-01-07 10:15:00,66.03,0.85,2952.78,39.64,
2016-01-07 10:30:00,74.3,1.01,2952.78,41.14,
2016-01-07 10:45:00,85.53,1.12,2952.78,41.76,
2016-01-07 11:00:00,97.74,1.2,2952.78,41.91,
2016-01-07 11:15:00,105.0,1.34,2952.78,42.23,
2016-01-07 11:30:00,107.57,1.5,2952.78,43.91,
2016-01-07 11:45:00,110.71,1.89,2952.78,46.75,
2016-01-07 12:00:00,113.91,2.25,2952.78,50.16,
2016-01-07 12:15:00,113.8,2.72,2952.78,54.53,
2016-01-07 12:30:00,110.85,3.83,2952.78,60.93,
2016-01-07 12:45:00,108.2,5.31,2952.78,68.78,
2016-01-07 13:00:00,105.62,5.8,2952.78,75.73,
2016-01-07 13:15:00,104.1,5.83,2952.78,76.02,
2016-01-07 13:30:00,101.65,5.61,2952.78,67.13,
2016-01-07 13:45:00,96.19,5.88,2952.78,56.51,
2016-01-07 14:00:00,88.27,5.01,2952.78,47.45,
2016-01-07 14:15:00,75.51,3.84,2952.78,38.72,
2016-01-07 14:30:00,59.6,2.52,2952.78,30.32,
2016-01-07 14:45:00,46.05,1.65,2952.78,23.52,
2016-01-07 15:00:00,32.2,0.88,2952.78,16.88,
2016-01-07 15:15:00,17.79,0.32,2952.78,9.57,
2016-01-07 15:30:00,6.46,0.09,2952.78,3.5,
2016-01-07 15:45:00,0.71,0.04,2952.78,0.42,
2016-01-07 16:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 16:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 16:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 16:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 17:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 17:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 17:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 17:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 18:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 18:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 18:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 18:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 19:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 19:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 19:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 19:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 20:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 20:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 20:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 20:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 21:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 21:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 21:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 21:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 22:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 22:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 22:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 22:45:00,0.0,0.0,2952.78,0.0,
2016-01-07 23:00:00,0.0,0.0,2952.78,0.0,
2016-01-07 23:15:00,0.0,0.0,2952.78,0.0,
2016-01-07 23:30:00,0.0,0.0,2952.78,0.0,
2016-01-07 23:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 00:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 00:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 00:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 00:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 01:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 01:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 01:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 01:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 02:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 02:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 02:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 02:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 03:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 03:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 03:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 03:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 04:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 04:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 04:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 04:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 05:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 05:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 05:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 05:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 06:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 06:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 06:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 06:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 07:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 07:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 07:30:00,0.14,0.0,2952.78,0.0,
2016-01-08 07:45:00,8.05,0.07,2952.78,2.14,
2016-01-08 08:00:00,47.91,1.2,2952.78,35.03,
2016-01-08 08:15:00,128.83,2.85,2952.78,83.95,
2016-01-08 08:30:00,224.15,5.27,2952.78,169.01,
2016-01-08 08:45:00,324.35,7.9,2952.78,277.66,
2016-01-08 09:00:00,410.65,10.67,2952.78,380.94,
2016-01-08 09:15:00,483.67,13.69,2952.78,471.43,
2016-01-08 09:30:00,554.34,16.78,2952.78,560.84,
2016-01-08 09:45:00,615.32,19.89,2952.78,646.41,
2016-01-08 10:00:00,672.35,23.08,2952.78,734.27,
2016-01-08 10:15:00,728.86,26.33,2952.78,798.58,
2016-01-08 10:30:00,776.76,29.19,2952.78,861.65,
2016-01-08 10:45:00,817.43,31.18,2952.78,918.73,
2016-01-08 11:00:00,850.14,32.94,2952.78,966.54,
2016-01-08 11:15:00,872.12,34.31,2952.78,1002.21,
2016-01-08 11:30:00,880.87,34.83,2952.78,1023.83,
2016-01-08 11:45:00,877.17,34.84,2952.78,1031.35,
2016-01-08 12:00:00,862.95,34.47,2952.78,1026.09,
2016-01-08 12:15:00,837.21,33.45,2952.78,1007.8,
2016-01-08 12:30:00,800.57,31.9,2952.78,975.76,
2016-01-08 12:45:00,755.33,29.89,2952.78,928.82,
2016-01-08 13:00:00,703.56,27.42,2952.78,869.36,
2016-01-08 13:15:00,650.01,24.64,2952.78,803.05,
2016-01-08 13:30:00,590.22,21.8,2952.78,736.26,
2016-01-08 13:45:00,526.69,18.89,2952.78,667.21,
2016-01-08 14:00:00,460.07,15.6,2952.78,591.27,
2016-01-08 14:15:00,390.94,11.86,2952.78,512.08,
2016-01-08 14:30:00,319.07,8.22,2952.78,422.27,
2016-01-08 14:45:00,227.3,5.2,2952.78,305.77,
2016-01-08 15:00:00,140.71,3.18,2952.78,186.88,
2016-01-08 15:15:00,66.32,1.64,2952.78,86.12,
2016-01-08 15:30:00,17.76,0.49,2952.78,21.28,
2016-01-08 15:45:00,1.77,0.07,2952.78,2.17,
2016-01-08 16:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 16:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 16:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 16:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 17:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 17:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 17:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 17:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 18:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 18:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 18:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 18:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 19:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 19:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 19:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 19:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 20:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 20:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 20:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 20:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 21:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 21:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 21:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 21:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 22:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 22:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 22:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 22:45:00,0.0,0.0,2952.78,0.0,
2016-01-08 23:00:00,0.0,0.0,2952.78,0.0,
2016-01-08 23:15:00,0.0,0.0,2952.78,0.0,
2016-01-08 23:30:00,0.0,0.0,2952.78,0.0,
2016-01-08 23:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 00:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 00:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 00:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 00:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 01:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 01:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 01:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 01:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 02:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 02:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 02:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 02:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 03:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 03:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 03:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 03:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 04:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 04:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 04:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 04:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 05:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 05:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 05:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 05:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 06:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 06:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 06:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 06:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 07:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 07:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 07:30:00,0.12,0.0,2952.78,0.0,
2016-01-09 07:45:00,5.31,0.02,2952.78,0.56,
2016-01-09 08:00:00,27.09,0.58,2952.78,17.56,
2016-01-09 08:15:00,61.86,1.64,2952.78,44.72,
2016-01-09 08:30:00,97.92,2.96,2952.78,65.79,
2016-01-09 08:45:00,128.32,4.23,2952.78,79.35,
2016-01-09 09:00:00,159.43,5.24,2952.78,95.93,
2016-01-09 09:15:00,195.62,6.64,2952.78,114.43,
2016-01-09 09:30:00,229.94,8.17,2952.78,132.47,
2016-01-09 09:45:00,260.48,9.44,2952.78,148.76,
2016-01-09 10:00:00,288.24,11.06,2952.78,163.58,
2016-01-09 10:15:00,315.08,12.64,2952.78,177.48,
2016-01-09 10:30:00,338.28,13.59,2952.78,190.91,
2016-01-09 10:45:00,356.9,13.8,2952.78,203.56,
2016-01-09 11:00:00,371.49,14.42,2952.78,215.39,
2016-01-09 11:15:00,379.36,15.07,2952.78,226.07,
2016-01-09 11:30:00,382.21,14.87,2952.78,232.55,
2016-01-09 11:45:00,382.43,14.39,2952.78,235.08,
2016-01-09 12:00:00,379.1,13.27,2952.78,235.84,
2016-01-09 12:15:00,369.45,12.05,2952.78,233.11,
2016-01-09 12:30:00,353.54,10.68,2952.78,225.35,
2016-01-09 12:45:00,334.62,9.65,2952.78,214.88,
2016-01-09 13:00:00,314.13,8.14,2952.78,202.83,
2016-01-09 13:15:00,292.48,6.75,2952.78,187.71,
2016-01-09 13:30:00,268.74,6.24,2952.78,169.52,
2016-01-09 13:45:00,241.23,5.26,2952.78,149.33,
2016-01-09 14:00:00,210.18,4.3,2952.78,127.72,
2016-01-09 14:15:00,174.12,3.17,2952.78,103.71,
2016-01-09 14:30:00,134.44,2.3,2952.78,79.74,
2016-01-09 14:45:00,103.55,1.76,2952.78,61.4,
2016-01-09 15:00:00,73.53,1.17,2952.78,43.53,
2016-01-09 15:15:00,39.33,0.69,2952.78,24.38,
2016-01-09 15:30:00,14.05,0.28,2952.78,9.24,
2016-01-09 15:45:00,1.74,0.05,2952.78,1.32,
2016-01-09 16:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 16:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 16:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 16:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 17:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 17:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 17:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 17:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 18:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 18:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 18:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 18:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 19:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 19:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 19:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 19:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 20:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 20:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 20:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 20:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 21:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 21:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 21:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 21:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 22:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 22:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 22:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 22:45:00,0.0,0.0,2952.78,0.0,
2016-01-09 23:00:00,0.0,0.0,2952.78,0.0,
2016-01-09 23:15:00,0.0,0.0,2952.78,0.0,
2016-01-09 23:30:00,0.0,0.0,2952.78,0.0,
2016-01-09 23:45:00,0.0,0.0,2952.78,0.0,
2016-01-10 00:00:00,0.0,0.0,2952.78,0.0,
2016-01-10 00:15:00,0.0,0.0,2952.78,0.0,
2016-01-10 00:30:00,0.0,0.0,2952.78,0.0,
2016-01-10 00:45:00,0.0,0.0,2952.78,0.0,
2016-01-10 01:00:00,0.0,0.0,2952.78,0.0,
2016-01-10 01:15:00,0.0,0.0,2952.78,0.0,
2016-01-10 01:30:00,0.0,0.0,2952.78,0.0,
2016-01-10 01:45:00,0.0,0.0,2952.78,0.0,
2016-01-10 02:00:00,0.0,0.0,2952.78,0.0,
2016-01-10 02:15:00,0.0,0.0,2952.78,0.0,
2016-01-10 02:30:00,0.0,0.0,2952.78,0.0,
2016-01-10 02:45:00,0.0,0.0,2952.78,0.0,
2016-01-10 03:00:00,0.0,0.0,2952.78,0.0,
2016-01-10 03:15:00,0.0,0.0,2952.78,0.0,
2016-01-10 03:30:00,0.0,0.0,2952.78,0.0,
2016-01-10 03:45:00,0.0,0.0,2952.78,0.0,
2016-01-10 04:00:00,0.0,0.0,2952.78,0.0,
2016-01-10 04:15:00,0.0,0.0,2952.78,0.0,
2016-01-10 04:30:00,0.0,0.0,2952.78,0.0,
2016-01-10 04:45:00,0.0,0.0,2952.78,0.0,
2016-01-10 05:00:00,0.0,0.0,2952.78,0.0,
2016-01-10 05:15:00,0.0,0.0,2952.78,0.0,
2016-01-10 05:30:00,0.0,0.0,2952.78,0.0,
2016-01-10 05:45:00,0.0,0.0,2952.78,0.0,
2016-01-10 06:00:00,0.0,0.0,2952.78,0.0,
2016-01-10 06:15:00,0.0,0.0,2952.78,0.0,
2016-01-10 06:30:00,0.0,0.0,2952.78,0.0,
2016-01-10 06:45:00,0.0,0.0,2952.78,0.0,
2016-01-10 07:00:00,0.0,0.0,2952.78,0.0,
2016-01-10 07:15:00,0.0,0.0,2952.78,0.0,
2016-01-10 07:30:00,0.24,0.0,2952.78,0.0,
2016-01-10 07:45:00,9.14,0.1,2952.78,2.68,
2016-01-10 08:00:00,53.92,2.02,2952.78,59.46,
2016-01-10 08:15:00,137.17,3.96,2952.78,120.78,
2016-01-10 08:30:00,223.7,6.53,2952.78,220.63,
